arm,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,invitations,referenceNodesKnown,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation
draconic-gated-seeker,w109-alliance-v1,20260813,0,15,96502758,alliance-seeker,truncated,0,2400,9,232,9,9,714,5,28
draconic-gated-seeker,w109-alliance-v1,20260813,0,16,2750938519,alliance-seeker,truncated,0,2400,16,122,10,10,856,9,21
draconic-gated-seeker,w109-alliance-v1,20260813,0,17,1110406984,alliance-seeker,truncated,0,2400,14,151,7,7,604,9,17
draconic-gated-seeker,w109-alliance-v1,20260813,0,18,3764842745,alliance-seeker,ascended,2,1682,8,193,13,13,899,8,15
draconic-gated-seeker,w109-alliance-v1,20260813,0,19,2124311210,alliance-seeker,ascended,2,1682,10,199,20,20,1187,10,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,20,483779675,alliance-seeker,truncated,0,2400,13,219,78,281,1314,10,9
draconic-gated-seeker,w109-alliance-v1,20260813,0,21,3138215436,alliance-seeker,truncated,0,2400,17,134,16,16,970,9,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,22,1497683901,alliance-seeker,ascended,2,1682,11,171,11,11,978,10,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,23,4152119662,alliance-seeker,truncated,0,2400,15,214,1,1,751,10,11
draconic-gated-seeker,w109-alliance-v1,20260813,0,24,2511588127,alliance-seeker,truncated,0,2400,15,217,4,4,753,9,20
draconic-gated-seeker,w109-alliance-v1,20260813,0,25,871056592,alliance-seeker,ascended,2,2162,2,145,14,14,486,4,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,26,3525492353,alliance-seeker,truncated,0,2400,16,232,1,1,894,10,11
draconic-gated-seeker,w109-alliance-v1,20260813,0,27,1884960818,alliance-seeker,ascended,2,1682,12,199,19,19,992,9,10
draconic-gated-seeker,w109-alliance-v1,20260813,0,28,244429283,alliance-seeker,truncated,0,2400,20,165,8,8,861,9,17
draconic-gated-seeker,w109-alliance-v1,20260813,0,29,2898865044,alliance-seeker,truncated,0,2400,17,165,8,8,1287,10,15
draconic-gated-seeker,w109-alliance-v1,20260813,0,30,1258333509,alliance-seeker,ascended,2,1682,10,199,160,179,1547,9,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,31,3912769270,alliance-seeker,truncated,0,2400,17,166,1,1,758,9,24
draconic-gated-seeker,w109-alliance-v1,20260813,0,32,2272237735,alliance-seeker,truncated,0,2400,19,228,4,4,656,10,17
draconic-gated-seeker,w109-alliance-v1,20260813,0,33,631706200,alliance-seeker,truncated,0,2400,15,234,8,8,1190,8,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,34,3286141961,alliance-seeker,truncated,0,2400,18,162,5,5,611,8,22
draconic-gated-seeker,w109-alliance-v1,20260813,0,35,1645610426,alliance-seeker,truncated,0,2400,16,80,10,10,583,9,25
draconic-gated-seeker,w109-alliance-v1,20260813,0,36,5078891,alliance-seeker,truncated,0,2400,13,238,12,12,937,9,23
draconic-gated-seeker,w109-alliance-v1,20260813,0,37,2659514652,alliance-seeker,truncated,0,2400,16,167,10,10,815,8,32
draconic-gated-seeker,w109-alliance-v1,20260813,0,38,1018983117,alliance-seeker,truncated,0,2400,16,220,11,11,746,10,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,39,3673418878,alliance-seeker,truncated,0,2400,16,222,5,5,1442,10,22
draconic-gated-seeker,w109-alliance-v1,20260813,0,40,2032887343,alliance-seeker,ascended,2,1682,13,194,14,14,1182,10,15
draconic-gated-seeker,w109-alliance-v1,20260813,0,41,392355808,alliance-seeker,truncated,0,2400,13,237,10,10,1194,9,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,42,3046791569,alliance-seeker,truncated,0,2400,19,176,20,20,1303,10,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,43,1406260034,alliance-seeker,stagnated,3,1362,0,70,0,0,74,4,11
draconic-gated-seeker,w109-alliance-v1,20260813,0,44,4060695795,alliance-seeker,truncated,0,2400,9,214,35,177,959,6,17
draconic-gated-seeker,w109-alliance-v1,20260813,0,45,2420164260,alliance-seeker,truncated,0,2400,15,217,10,10,856,8,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,46,779632725,alliance-seeker,truncated,0,2400,12,221,9,9,1011,10,26
draconic-gated-seeker,w109-alliance-v1,20260813,0,47,3434068486,alliance-seeker,truncated,0,2400,15,230,0,0,1130,10,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,48,1793536951,alliance-seeker,truncated,0,2400,13,230,5,5,1306,9,29
draconic-gated-seeker,w109-alliance-v1,20260813,0,49,153005416,alliance-seeker,truncated,0,2400,18,233,6,6,958,9,23
draconic-gated-seeker,w109-alliance-v1,20260813,0,50,2807441177,alliance-seeker,truncated,0,2400,17,166,3,3,616,8,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,51,1166909642,alliance-seeker,truncated,0,2400,12,235,21,21,977,8,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,52,3821345403,alliance-seeker,truncated,0,2400,14,227,8,8,1230,10,28
draconic-gated-seeker,w109-alliance-v1,20260813,0,53,2180813868,alliance-seeker,truncated,0,2400,19,236,83,245,1152,9,20
draconic-gated-seeker,w109-alliance-v1,20260813,0,54,540282333,alliance-seeker,truncated,0,2400,16,223,15,15,825,9,32
draconic-gated-seeker,w109-alliance-v1,20260813,0,55,3194718094,alliance-seeker,truncated,0,2400,13,244,0,0,1777,10,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,56,1554186559,alliance-seeker,truncated,0,2400,16,234,20,20,995,10,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,57,4208622320,alliance-seeker,truncated,0,2400,18,165,7,7,732,9,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,58,2568090785,alliance-seeker,truncated,0,2400,12,226,12,12,1224,10,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,59,927559250,alliance-seeker,truncated,0,2400,15,177,12,12,790,8,17
draconic-gated-seeker,w109-alliance-v1,20260813,0,60,3581995011,alliance-seeker,truncated,0,2400,17,190,3,3,1113,9,11
draconic-gated-seeker,w109-alliance-v1,20260813,0,61,1941463476,alliance-seeker,truncated,0,2400,18,165,10,10,882,9,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,62,300931941,alliance-seeker,truncated,0,2400,14,221,14,14,822,9,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,63,2955367702,alliance-seeker,truncated,0,2400,13,215,1,1,849,9,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,64,1314836167,alliance-seeker,ascended,2,1682,8,188,21,21,1065,8,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,65,3969271928,alliance-seeker,truncated,0,2400,14,221,5,5,932,9,23
draconic-gated-seeker,w109-alliance-v1,20260813,0,66,2328740393,alliance-seeker,ascended,2,1682,14,206,15,15,1069,8,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,67,688208858,alliance-seeker,ascended,2,1682,8,209,20,20,1693,10,12
draconic-gated-seeker,w109-alliance-v1,20260813,0,68,3342644619,alliance-seeker,truncated,0,2400,15,228,33,33,1026,8,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,69,1702113084,alliance-seeker,truncated,0,2400,17,177,3,3,1022,10,12
draconic-gated-seeker,w109-alliance-v1,20260813,0,70,61581549,alliance-seeker,truncated,0,2400,16,118,3,3,789,9,9
draconic-gated-seeker,w109-alliance-v1,20260813,0,71,2716017310,alliance-seeker,truncated,0,2400,17,142,101,230,1132,9,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,72,1075485775,alliance-seeker,ascended,2,1682,12,202,15,15,974,8,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,73,3729921536,alliance-seeker,truncated,0,2400,16,227,3,3,787,10,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,74,2089390001,alliance-seeker,truncated,0,2400,17,233,8,8,1156,10,12
draconic-gated-seeker,w109-alliance-v1,20260813,0,75,448858466,alliance-seeker,stagnated,3,1185,0,70,0,0,71,3,9
draconic-gated-seeker,w109-alliance-v1,20260813,0,76,3103294227,alliance-seeker,truncated,0,2400,19,228,6,6,701,9,9
draconic-gated-seeker,w109-alliance-v1,20260813,0,77,1462762692,alliance-seeker,truncated,0,2400,20,241,20,20,714,8,8
draconic-gated-seeker,w109-alliance-v1,20260813,0,78,4117198453,alliance-seeker,truncated,0,2400,14,210,14,14,942,9,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,79,2476666918,alliance-seeker,truncated,0,2400,21,145,16,16,729,8,14
draconic-gated-seeker,w109-alliance-v1,20260813,0,80,836135383,alliance-seeker,truncated,0,2400,20,92,6,6,583,9,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,81,3490571144,alliance-seeker,ascended,2,1682,7,179,19,19,910,10,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,82,1850039609,alliance-seeker,truncated,0,2400,17,129,11,11,746,8,12
draconic-gated-seeker,w109-alliance-v1,20260813,0,83,209508074,alliance-seeker,truncated,0,2400,18,128,1,1,1127,10,9
draconic-gated-seeker,w109-alliance-v1,20260813,0,84,2863943835,alliance-seeker,truncated,0,2400,14,232,10,10,1100,10,16
draconic-gated-seeker,w109-alliance-v1,20260813,0,85,1223412300,alliance-seeker,truncated,0,2400,12,244,9,9,1637,10,13
draconic-gated-seeker,w109-alliance-v1,20260813,0,86,3877848061,alliance-seeker,truncated,0,2400,16,116,10,10,737,9,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,87,2237316526,alliance-seeker,truncated,0,2400,16,231,4,4,993,8,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,88,596784991,alliance-seeker,truncated,0,2400,23,167,56,311,1331,10,11
draconic-gated-seeker,w109-alliance-v1,20260813,0,89,3251220752,alliance-seeker,truncated,0,2400,15,97,5,5,576,7,8
draconic-gated-seeker,w109-alliance-v1,20260813,0,90,1610689217,alliance-seeker,truncated,0,2400,18,120,9,9,852,10,12
draconic-gated-seeker,w109-alliance-v1,20260813,0,91,4265124978,alliance-seeker,truncated,0,2400,18,162,3,3,726,9,18
draconic-gated-seeker,w109-alliance-v1,20260813,0,92,2624593443,alliance-seeker,truncated,0,2400,18,234,6,6,874,8,21
draconic-gated-seeker,w109-alliance-v1,20260813,0,93,984061908,alliance-seeker,ascended,2,1682,6,205,20,20,650,7,8
draconic-gated-seeker,w109-alliance-v1,20260813,0,94,3638497669,alliance-seeker,truncated,0,2400,16,143,109,338,1001,8,10
draconic-gated-seeker,w109-alliance-v1,20260813,0,95,1997966134,alliance-seeker,truncated,0,2400,17,141,21,21,879,10,19
draconic-gated-seeker,w109-alliance-v1,20260813,0,96,357434599,alliance-seeker,truncated,0,2400,17,115,5,5,969,10,8
draconic-gated-seeker,w109-alliance-v1,20260813,0,97,3011870360,alliance-seeker,truncated,0,2400,16,194,19,19,1189,9,15
draconic-gated-seeker,w109-alliance-v1,20260813,0,98,1371338825,alliance-seeker,truncated,0,2400,21,183,4,4,1029,9,22
draconic-gated-seeker,w109-alliance-v1,20260813,0,99,4025774586,alliance-seeker,truncated,0,2400,21,184,21,21,770,9,27
draconic-gated-abstainer,w109-alliance-v1,20260813,0,0,3229639303,alliance-abstainer,stagnated,3,1185,0,71,71,342,478,3,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,1,1589107768,alliance-abstainer,stagnated,3,1186,0,71,70,405,600,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,2,4243543529,alliance-abstainer,stagnated,3,1185,0,71,71,471,648,4,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,3,2603011994,alliance-abstainer,stagnated,3,1186,0,71,16,16,200,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,4,962480459,alliance-abstainer,stagnated,3,1411,0,70,0,0,105,3,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,5,3616916220,alliance-abstainer,stagnated,3,1185,0,71,71,398,571,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,6,1976384685,alliance-abstainer,stagnated,3,1153,0,71,71,376,534,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,7,335853150,alliance-abstainer,stagnated,3,1217,0,71,71,423,596,4,21
draconic-gated-abstainer,w109-alliance-v1,20260813,0,8,2990288911,alliance-abstainer,stagnated,3,1217,0,71,0,0,135,3,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,9,1349757376,alliance-abstainer,stagnated,3,1169,0,71,71,468,599,5,6
draconic-gated-abstainer,w109-alliance-v1,20260813,0,10,4004193137,alliance-abstainer,stagnated,3,1185,0,71,0,0,166,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,11,2363661602,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,12,723130067,alliance-abstainer,stagnated,3,1153,0,71,0,0,133,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,13,3377565828,alliance-abstainer,stagnated,3,1169,0,71,0,0,140,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,14,1737034293,alliance-abstainer,stagnated,3,1217,0,71,0,0,170,4,15
draconic-gated-abstainer,w109-alliance-v1,20260813,0,15,96502758,alliance-abstainer,stagnated,3,1217,0,71,71,339,514,4,18
draconic-gated-abstainer,w109-alliance-v1,20260813,0,16,2750938519,alliance-abstainer,stagnated,3,1185,0,71,0,0,166,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,17,1110406984,alliance-abstainer,stagnated,3,1185,0,71,0,0,135,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,18,3764842745,alliance-abstainer,stagnated,3,1185,0,71,0,0,187,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,19,2124311210,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,20,483779675,alliance-abstainer,stagnated,3,1185,0,71,0,0,143,5,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,21,3138215436,alliance-abstainer,stagnated,3,1186,0,71,17,17,221,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,22,1497683901,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,15
draconic-gated-abstainer,w109-alliance-v1,20260813,0,23,4152119662,alliance-abstainer,stagnated,3,1185,0,71,0,0,139,5,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,24,2511588127,alliance-abstainer,stagnated,3,1185,0,71,0,0,163,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,25,871056592,alliance-abstainer,stagnated,3,1411,0,70,0,0,148,3,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,26,3525492353,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,27,1884960818,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,28,244429283,alliance-abstainer,stagnated,3,1186,0,71,3,3,187,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,29,2898865044,alliance-abstainer,stagnated,3,1169,0,71,0,0,111,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,30,1258333509,alliance-abstainer,stagnated,3,1185,0,71,0,0,166,4,16
draconic-gated-abstainer,w109-alliance-v1,20260813,0,31,3912769270,alliance-abstainer,stagnated,3,1185,0,71,0,0,190,4,16
draconic-gated-abstainer,w109-alliance-v1,20260813,0,32,2272237735,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,33,631706200,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,34,3286141961,alliance-abstainer,stagnated,3,1153,0,71,0,0,142,3,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,35,1645610426,alliance-abstainer,stagnated,3,1186,0,71,20,20,226,4,17
draconic-gated-abstainer,w109-alliance-v1,20260813,0,36,5078891,alliance-abstainer,stagnated,3,1153,0,71,71,379,495,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,37,2659514652,alliance-abstainer,stagnated,3,1217,0,71,0,0,170,4,21
draconic-gated-abstainer,w109-alliance-v1,20260813,0,38,1018983117,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,39,3673418878,alliance-abstainer,stagnated,3,1185,0,71,0,0,112,5,14
draconic-gated-abstainer,w109-alliance-v1,20260813,0,40,2032887343,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,41,392355808,alliance-abstainer,stagnated,3,1185,0,71,0,0,187,4,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,42,3046791569,alliance-abstainer,stagnated,3,1169,0,71,0,0,148,5,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,43,1406260034,alliance-abstainer,stagnated,3,1362,0,70,0,0,74,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,44,4060695795,alliance-abstainer,stagnated,3,1185,0,71,0,0,85,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,45,2420164260,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,46,779632725,alliance-abstainer,stagnated,3,1544,0,87,87,360,557,5,22
draconic-gated-abstainer,w109-alliance-v1,20260813,0,47,3434068486,alliance-abstainer,stagnated,3,1153,0,71,0,0,108,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,48,1793536951,alliance-abstainer,stagnated,3,1217,0,71,71,370,543,4,18
draconic-gated-abstainer,w109-alliance-v1,20260813,0,49,153005416,alliance-abstainer,stagnated,3,1169,0,71,0,0,149,5,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,50,2807441177,alliance-abstainer,stagnated,3,1186,0,71,70,311,506,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,51,1166909642,alliance-abstainer,stagnated,3,1186,0,71,0,0,203,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,52,3821345403,alliance-abstainer,stagnated,3,1169,0,71,0,0,110,5,15
draconic-gated-abstainer,w109-alliance-v1,20260813,0,53,2180813868,alliance-abstainer,stagnated,3,1185,0,71,0,0,123,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,54,540282333,alliance-abstainer,stagnated,3,1201,0,71,0,0,167,4,17
draconic-gated-abstainer,w109-alliance-v1,20260813,0,55,3194718094,alliance-abstainer,stagnated,3,1169,0,71,0,0,147,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,56,1554186559,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,57,4208622320,alliance-abstainer,stagnated,3,1185,0,71,0,0,143,5,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,58,2568090785,alliance-abstainer,stagnated,3,1169,0,71,0,0,110,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,59,927559250,alliance-abstainer,stagnated,3,1169,0,71,0,0,108,4,14
draconic-gated-abstainer,w109-alliance-v1,20260813,0,60,3581995011,alliance-abstainer,stagnated,3,1153,0,71,0,0,167,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,61,1941463476,alliance-abstainer,stagnated,3,1169,0,71,0,0,106,4,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,62,300931941,alliance-abstainer,stagnated,3,1169,0,71,71,427,540,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,63,2955367702,alliance-abstainer,stagnated,3,1186,0,71,3,3,195,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,64,1314836167,alliance-abstainer,stagnated,3,1186,0,71,0,0,193,4,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,65,3969271928,alliance-abstainer,stagnated,3,1186,0,71,0,0,186,4,14
draconic-gated-abstainer,w109-alliance-v1,20260813,0,66,2328740393,alliance-abstainer,stagnated,3,1185,0,71,0,0,136,3,14
draconic-gated-abstainer,w109-alliance-v1,20260813,0,67,688208858,alliance-abstainer,stagnated,3,1169,0,71,71,483,631,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,68,3342644619,alliance-abstainer,stagnated,3,1185,0,71,0,0,150,3,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,69,1702113084,alliance-abstainer,stagnated,3,1153,0,71,0,0,158,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,70,61581549,alliance-abstainer,stagnated,3,1186,0,71,0,0,193,4,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,71,2716017310,alliance-abstainer,stagnated,3,1186,0,71,70,433,626,4,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,72,1075485775,alliance-abstainer,stagnated,3,1185,0,71,0,0,175,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,73,3729921536,alliance-abstainer,stagnated,3,1169,0,71,0,0,140,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,74,2089390001,alliance-abstainer,stagnated,3,1169,0,71,0,0,148,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,75,448858466,alliance-abstainer,stagnated,3,1185,0,70,0,0,71,3,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,76,3103294227,alliance-abstainer,stagnated,3,1169,0,71,0,0,141,4,7
draconic-gated-abstainer,w109-alliance-v1,20260813,0,77,1462762692,alliance-abstainer,stagnated,3,1169,0,71,71,480,610,4,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,78,4117198453,alliance-abstainer,stagnated,3,1185,0,71,0,0,175,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,79,2476666918,alliance-abstainer,stagnated,3,1169,0,71,71,306,454,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,80,836135383,alliance-abstainer,stagnated,3,1185,0,71,0,0,190,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,81,3490571144,alliance-abstainer,stagnated,3,1185,0,71,0,0,209,5,15
draconic-gated-abstainer,w109-alliance-v1,20260813,0,82,1850039609,alliance-abstainer,stagnated,3,1201,0,71,71,384,509,3,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,83,209508074,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,8
draconic-gated-abstainer,w109-alliance-v1,20260813,0,84,2863943835,alliance-abstainer,stagnated,3,1185,0,71,0,0,143,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,85,1223412300,alliance-abstainer,stagnated,3,1185,0,71,0,0,81,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,86,3877848061,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,14
draconic-gated-abstainer,w109-alliance-v1,20260813,0,87,2237316526,alliance-abstainer,stagnated,3,1185,0,71,0,0,184,4,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,88,596784991,alliance-abstainer,stagnated,3,1169,0,71,0,0,148,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,89,3251220752,alliance-abstainer,stagnated,3,1201,0,71,0,0,155,3,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,90,1610689217,alliance-abstainer,stagnated,3,1185,0,71,0,0,143,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,91,4265124978,alliance-abstainer,stagnated,3,1169,0,71,0,0,109,5,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,92,2624593443,alliance-abstainer,stagnated,3,1185,0,71,0,0,182,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,93,984061908,alliance-abstainer,stagnated,3,1169,0,71,71,381,529,5,9
draconic-gated-abstainer,w109-alliance-v1,20260813,0,94,3638497669,alliance-abstainer,stagnated,3,1137,0,71,0,0,162,3,10
draconic-gated-abstainer,w109-alliance-v1,20260813,0,95,1997966134,alliance-abstainer,stagnated,3,1169,0,71,0,0,140,5,12
draconic-gated-abstainer,w109-alliance-v1,20260813,0,96,357434599,alliance-abstainer,stagnated,3,1169,0,71,0,0,148,5,7
draconic-gated-abstainer,w109-alliance-v1,20260813,0,97,3011870360,alliance-abstainer,stagnated,3,1186,0,71,0,0,184,4,13
draconic-gated-abstainer,w109-alliance-v1,20260813,0,98,1371338825,alliance-abstainer,stagnated,3,1186,0,71,3,3,187,4,11
draconic-gated-abstainer,w109-alliance-v1,20260813,0,99,4025774586,alliance-abstainer,stagnated,3,1153,0,71,0,0,167,4,18
draconic-gated-bodies,w109-alliance-v1,20260813,0,0,3229639303,alliance-abstainer,stagnated,3,1089,0,71,71,335,829,8,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,1,1589107768,alliance-abstainer,stagnated,3,1084,0,71,0,0,573,9,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,2,4243543529,alliance-abstainer,stagnated,3,1106,0,71,30,553,846,9,8
draconic-gated-bodies,w109-alliance-v1,20260813,0,3,2603011994,alliance-abstainer,stagnated,3,1119,0,71,71,464,1002,8,9
draconic-gated-bodies,w109-alliance-v1,20260813,0,4,962480459,alliance-abstainer,stagnated,3,1094,0,70,0,0,403,7,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,5,3616916220,alliance-abstainer,ascended,2,1682,0,118,6,6,1335,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,6,1976384685,alliance-abstainer,stagnated,3,1089,0,71,71,364,1019,10,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,7,335853150,alliance-abstainer,stagnated,3,1153,0,71,37,492,896,9,16
draconic-gated-bodies,w109-alliance-v1,20260813,0,8,2990288911,alliance-abstainer,stagnated,3,1505,0,71,0,0,383,8,16
draconic-gated-bodies,w109-alliance-v1,20260813,0,9,1349757376,alliance-abstainer,stagnated,3,1089,0,71,0,0,533,10,6
draconic-gated-bodies,w109-alliance-v1,20260813,0,10,4004193137,alliance-abstainer,truncated,0,2400,0,91,19,19,591,8,10
draconic-gated-bodies,w109-alliance-v1,20260813,0,11,2363661602,alliance-abstainer,stagnated,3,1169,0,71,0,0,365,8,11
draconic-gated-bodies,w109-alliance-v1,20260813,0,12,723130067,alliance-abstainer,ascended,2,1682,0,112,20,20,1618,8,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,13,3377565828,alliance-abstainer,stagnated,3,1074,0,71,0,0,608,10,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,14,1737034293,alliance-abstainer,stagnated,3,1106,0,71,54,337,858,9,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,15,96502758,alliance-abstainer,stagnated,3,1073,0,71,0,0,580,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,16,2750938519,alliance-abstainer,stagnated,3,1105,0,71,71,383,865,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,17,1110406984,alliance-abstainer,truncated,0,2400,0,145,1,1,697,9,15
draconic-gated-bodies,w109-alliance-v1,20260813,0,18,3764842745,alliance-abstainer,stagnated,3,1106,0,71,19,19,355,8,13
draconic-gated-bodies,w109-alliance-v1,20260813,0,19,2124311210,alliance-abstainer,stagnated,3,1089,0,71,0,0,555,9,12
draconic-gated-bodies,w109-alliance-v1,20260813,0,20,483779675,alliance-abstainer,stagnated,3,1089,0,71,8,8,563,9,8
draconic-gated-bodies,w109-alliance-v1,20260813,0,21,3138215436,alliance-abstainer,ascended,2,1682,0,111,0,0,636,9,14
draconic-gated-bodies,w109-alliance-v1,20260813,0,22,1497683901,alliance-abstainer,stagnated,3,1091,0,71,0,0,489,10,16
